TIPO;PROGRESSIVO_DM_ASS;DATA_PRIMA_PUBBLICAZIONE;DM_RIFERIMENTO;GRUPPO_DM_SIMILI;ISCRIZIONE_REPERTORIO;INIZIO_VALIDITA;FINE_VALIDITA;FABBRICANTE_ASSEMBLATORE;CODICE_FISCALE;PARTITA_IVA_VATNUMBER;CODICE_CATALOGO_FABBR_ASS;DENOMINAZIONE_COMMERCIALE;CLASSIFICAZIONE_CND;DESCRIZIONE_CND;DATAFINE_COMMERCIO
1;2201;2007-08-29;;;N;2007-08-29;9999-12-31;BUERKI INNO MED;;;12505 - 12504;SONDA PER RICOSTRUZIONE VIE LACRIMALI;Q020704;SET PER INTUBAZIONE DELLE VIE LACRIMALI;
1;2202;2007-08-26;;;S;2007-08-26;9999-12-31;ARTHUR WIRTH;;142922824;DA SIR-1000 A SIR-1009;SONDE PER VIE LACRIMALI DI BOWMANN;L1705;SONDE PER OFTALMOLOGIA;
1;2221;2007-07-11;;;S;2007-07-11;9999-12-31;LEONHARD LANG GMBH;;U37320902;HCP-XXXX;SKINTACT;K0201010501;MANIPOLI MONOUSO PER ELETTROCHIRURGIA A CIELO APERTO;
1;2222;2007-08-31;;;S;2007-08-31;9999-12-31;PSY/EYE-KO INC.;;;SERIE 0000;AGHI PERIBULBARI E RETROBULBARI;A010302;AGHI E KIT PER BLOCCO DI PLESSO;2017-12-31
1;2223;2008-04-10;;96494;S;2018-03-21;9999-12-31;VASCUTEK LTD;;806391432;640008P;GELSOFT PLUS AXILLO FEMORALI RETTE;P070102010101;PROTESI VASCOLARI RETTE IN DACRON MAGLIA;
1;2224;2007-08-31;;;N;2012-10-17;9999-12-31;PSY/EYE-KO INC.;;;SERIE 1000;CANNULE CAMERA ANTERIORE;Z12120299;STRUMENTAZIONE PER TRATTAMENTI TERAPEUTICI E CHIRURGICI IN OFTALMOLOGIA NON ALTRIMENTI CLASSIFICATA;2017-12-31
1;2226;2008-04-10;;;S;2008-04-10;9999-12-31;VASCUTEK LTD;;806391432;6XXXXXP;GELSOFT PLUS RETTE ERS AXILLO-FEMORALI, FEMORO-FEMORALI;P070102010101;PROTESI VASCOLARI RETTE IN DACRON MAGLIA;
1;2227;2007-08-31;;;S;2007-08-31;9999-12-31;PSY/EYE-KO INC.;;;8001 - 8002;SONDA PER RICOSTRUZIONE VIE LACRIMALI;Q020704;SET PER INTUBAZIONE DELLE VIE LACRIMALI;
1;2228;2008-04-10;;;S;2008-04-10;9999-12-31;VASCUTEK LTD;;806391432;69XXXXP;GELSOFT PLUS   EQUI-FLO ERS , AXILLO-BIFEMORALI ERS;P070102010201;PROTESI VASCOLARI MULTIFORCATE IN DACRON MAGLIA (ARCO AORTICO (anche collaterali multipli) E TORACO- ADDOMINALI);
1;2229;2007-08-31;;;N;2007-08-31;9999-12-31;PSY/EYE-KO INC.;;;9903-9 /PR/PL;CANNULE PER LASIK;Z12019007;IRRIGATORI;
1;2230;2008-04-10;;96598;S;2018-03-21;9999-12-31;VASCUTEK LTD;;806391432;650808P;GELSOFT PLUS AXILLO BIFEMORALI;P070102010201;PROTESI VASCOLARI MULTIFORCATE IN DACRON MAGLIA (ARCO AORTICO (anche collaterali multipli) E TORACO- ADDOMINALI);
1;2231;2007-07-14;;;S;2007-07-14;9999-12-31;LEONHARD LANG GMBH;;U37320902;FCP-XXXX;SKINTACT;K0201010501;MANIPOLI MONOUSO PER ELETTROCHIRURGIA A CIELO APERTO;
1;2232;2007-08-09;;;S;2007-08-09;9999-12-31;MEDTRONIC INC.;;;EXPORTXTCE;EXPORT XT;C019002;CATETERI PER EMBOLECTOMIA;2015-12-02
1;2241;2007-08-18;;;S;2007-08-18;9999-12-31;EXTRUDAN SP. ZO.O.;;7781300142;13XX XXXX XXXX;EXTRUFLEX 1000;A060102;TUBI MEDICALI DI RACCORDO;
1;2261;2008-11-28;;;S;2008-11-28;9999-12-31;ALKER MEDICALE S.A.S. DI ALAMPI STEFANO & C.;03671590283;03671590283;950803;GHOTO;V0402;VASSOI E BACINELLE PER USO CLINICO;2015-08-31
1;2262;2007-07-22;;;S;2007-07-22;9999-12-31;ALKER MEDICALE S.A.S. DI ALAMPI STEFANO & C.;03671590283;03671590283;950802;GHOTO;V0402;VASSOI E BACINELLE PER USO CLINICO;2015-08-31
1;2263;2007-08-18;;51031;S;2013-09-20;9999-12-31;EXTRUDAN SP. ZO.O.;;7781300142;12XX XXXX XXXX;EXTRUFLEX 1000;A06010103;CANNULE DI ASPIRAZIONE;
1;2264;2007-08-18;;;S;2007-08-18;9999-12-31;EXTRUDAN SP. ZO.O.;;7781300142;11XX XXXX XXXX;EXTRUFLEX 1000;A06010103;CANNULE DI ASPIRAZIONE;
1;2265;2007-08-18;;;S;2007-08-18;9999-12-31;EXTRUDAN SP. ZO.O.;;7781300142;14XX XXXX XX;EXTRUFLEX 1000;A060102;TUBI MEDICALI DI RACCORDO;
1;2281;2007-07-22;;;S;2007-07-22;9999-12-31;DUAL SANITALY S.P.A.;00497850016;00497850016;5D2410X00PF;DUALSAN GAMBALETTO TERAPEUTICO IN MICROFIBRA A COMPRESSIONE DECRESCENTE KKL1 - PUNTA CHIUSA;M030405;CALZE E GAMBALI COMPRESSIVI;2014-10-13
1;2301;2007-08-26;;;S;2007-08-26;9999-12-31;LEONHARD LANG GMBH;;U37320902;"F-XXXXX ;  24:00F";SKINTACT;C020501;ELETTRODI PER E.C.G.;
1;2302;2007-08-26;;;S;2007-08-26;9999-12-31;LEONHARD LANG GMBH;;U37320902;"FSXXXXX; FSXXXXX+XXX";SKINTACT;C020501;ELETTRODI PER E.C.G.;
1;2303;2007-08-26;;;S;2007-08-26;9999-12-31;LEONHARD LANG GMBH;;U37320902;T-XXXXX;SKINTACT;C020501;ELETTRODI PER E.C.G.;
1;2304;2007-08-26;;;S;2007-08-26;9999-12-31;LEONHARD LANG GMBH;;U37320902;W-XXXXX;SKINTACT;C020501;ELETTRODI PER E.C.G.;
1;2305;2007-08-26;;;S;2007-08-26;9999-12-31;LEONHARD LANG GMBH;;U37320902;RT-XX;SKINTACT;C020501;ELETTRODI PER E.C.G.;
1;2306;2007-08-26;;;S;2007-08-26;9999-12-31;LEONHARD LANG GMBH;;U37320902;CTXXX;SKINTACT;C020501;ELETTRODI PER E.C.G.;
1;2307;2007-08-26;;;S;2007-08-26;9999-12-31;LEONHARD LANG GMBH;;U37320902;F-XXX;SKINTACT;C020501;ELETTRODI PER E.C.G.;
1;2309;2007-11-22;;;S;2007-11-22;9999-12-31;LEONHARD LANG GMBH;;U37320902;EASIPREP;SKINTACT;C020599;DISPOSITIVI PER DIAGNOSTICA CARDIOLOGICA - ALTRI;
1;2323;2008-04-10;;96899;S;2018-03-29;9999-12-31;VASCUTEK LTD;;806391432;631206;GELSOFT BIFORCATA;P070102010201;PROTESI VASCOLARI MULTIFORCATE IN DACRON MAGLIA (ARCO AORTICO (anche collaterali multipli) E TORACO- ADDOMINALI);
1;2324;2008-04-10;;96860;S;2018-03-29;9999-12-31;VASCUTEK LTD;;806391432;636006;GELSOFT RETTE;P070102010101;PROTESI VASCOLARI RETTE IN DACRON MAGLIA;
1;2325;2008-12-05;;;S;2008-12-05;9999-12-31;VASCUTEK LTD;;806391432;64XXXX;GELSOFT AXILLO FEMORALI RETTE;P070102010101;PROTESI VASCOLARI RETTE IN DACRON MAGLIA;
1;2326;2008-04-10;;;S;2008-04-10;9999-12-31;VASCUTEK LTD;;806391432;65XXXX;GELSOFT AXILLO BIFEMORALI;P070102010201;PROTESI VASCOLARI MULTIFORCATE IN DACRON MAGLIA (ARCO AORTICO (anche collaterali multipli) E TORACO- ADDOMINALI);
1;2327;2008-11-19;;;S;2008-11-19;9999-12-31;VASCUTEK LTD;;806391432;67XXXX;GELSOFT RETTE ERS AXILLO-FEMORALI, FEMORO-FEMORALI;P070102010101;PROTESI VASCOLARI RETTE IN DACRON MAGLIA;
1;2328;2008-11-19;;;S;2008-11-19;9999-12-31;VASCUTEK LTD;;806391432;69XXXX;GELSOFT EQUI-FLO ERS , AXILLO-BIFEMORALI ERS;P070102010201;PROTESI VASCOLARI MULTIFORCATE IN DACRON MAGLIA (ARCO AORTICO (anche collaterali multipli) E TORACO- ADDOMINALI);
1;2329;2007-10-24;;;N;2007-10-24;9999-12-31;OTTO BOCK HEALTHCARE GMBH;;813094186;50K13;GENU AREXA;Y061209;ORTESI PER GINOCCHIO;
1;2341;2008-04-16;;;S;2009-12-15;9999-12-31;VASCUTEK LTD;;806391432;BXX;ANACONDA ENDOPROTESI CORPO BIFORCATO;P07040199;ENDOPROTESI VASCOLARI - ALTRE;
1;2361;2007-09-12;;;S;2007-09-12;9999-12-31;JOHNSON & JOHNSON INTERNATIONAL;;441720974;VCP1215E;VICRYL PLUS;H010101020203;ACIDO POLIGLICOLICO CON ACIDO LATTICO NON MONTATO;
1;2362;2008-04-16;;;S;2012-03-01;9999-12-31;VASCUTEK LTD;;806391432;LXXXXXX;ANACONDA ENDOPROTESI - BRANCHE ILIACHE RETTE;P07040199;ENDOPROTESI VASCOLARI - ALTRE;
1;2364;2007-07-13;;;S;2007-07-13;9999-12-31;JOHNSON & JOHNSON INTERNATIONAL;;441720974;VCP1217E;VICRYL PLUS;H010101020203;ACIDO POLIGLICOLICO CON ACIDO LATTICO NON MONTATO;
1;2365;2008-04-12;;;S;2009-12-15;9999-12-31;VASCUTEK LTD;;806391432;AECXX;ANACONDA ENDOPROTESI CUFFIA AORTICA;P07040199;ENDOPROTESI VASCOLARI - ALTRE;
1;2381;2007-07-13;;;S;2007-07-13;9999-12-31;JOHNSON & JOHNSON INTERNATIONAL;;441720974;VCP1218H;VICRYL PLUS;H010101020203;ACIDO POLIGLICOLICO CON ACIDO LATTICO NON MONTATO;
1;2382;2007-07-13;;;S;2007-07-13;9999-12-31;JOHNSON & JOHNSON INTERNATIONAL;;441720974;VCP1229H;VICRYL PLUS;H010101020203;ACIDO POLIGLICOLICO CON ACIDO LATTICO NON MONTATO;
1;2384;2007-09-12;;;S;2007-09-12;9999-12-31;JOHNSON & JOHNSON INTERNATIONAL;;441720974;V1217H;VICRYL;H010101020203;ACIDO POLIGLICOLICO CON ACIDO LATTICO NON MONTATO;
1;2385;2008-04-16;;;S;2008-04-16;9999-12-31;VASCUTEK LTD;;806391432;CLGC-XXX;CONTROLATERAL GUIDING CATHETER;C0104020204;CATETERI GUIDA PER ANGIOGRAFIA PERIFERICA;
1;2386;2008-04-16;;;S;2009-12-22;9999-12-31;VASCUTEK LTD;;806391432;HVC332X;BIOVALSALVA;P070399;VALVOLE CARDIACHE - ALTRE;
1;2387;2007-09-14;;;N;2007-09-14;9999-12-31;GIULIANI;00752450155;00752450155;F4050810;BIOSCALIN PIDOK.O. OLIO ANTIPEDICULOSI 75ML - CON PETTINE;V9099;DISPOSITIVI NON COMPRESI NELLE CLASSI PRECEDENTI - ALTRI;
1;2388;2008-04-11;;96602;S;2018-03-20;9999-12-31;VASCUTEK LTD;;806391432;736006;GELWEAVE RETTA;P070102010102;PROTESI VASCOLARI RETTE IN DACRON TESSUTO;
1;2389;2008-04-10;;96846;S;2018-03-29;9999-12-31;VASCUTEK LTD;;806391432;735022ST;GELWEAVE RETTA PRECURVATA;P070102010102;PROTESI VASCOLARI RETTE IN DACRON TESSUTO;
1;2401;2008-04-17;;97544;S;2018-04-23;9999-12-31;VASCUTEK LTD;;806391432;TXXXXS;SEALPTFE WRAP A PARETE ULTRASOTTILE;P070102020101;PROTESI VASCOLARI RETTE IN PTFE SEMPLICI;
1;2402;2008-04-17;;98879;S;2018-05-30;9999-12-31;VASCUTEK LTD;;806391432;TXXXXES;SEALPTFE WRAP A PARETE ULTRASOTTILE CON STRUTTURA UNITY;P070102020102;PROTESI VASCOLARI RETTE IN PTFE RINFORZATE;
1;2404;2008-04-18;;99144;S;2018-06-11;9999-12-31;VASCUTEK LTD;;806391432;TXXXXPS;SEALPTFE WRAP A PARETE ULTRASOTTILE CON SUPPORTO INTERO IN PTFE;P070102020102;PROTESI VASCOLARI RETTE IN PTFE RINFORZATE;
1;2405;2008-04-16;;;S;2010-01-29;9999-12-31;VASCUTEK LTD;;806391432;WXXSTXXXXS;TAPERFLO EPTFE CONICO IMPREGNATO CON GELATINA;P070102020101;PROTESI VASCOLARI RETTE IN PTFE SEMPLICI;
1;2406;2008-06-21;;;S;2010-01-29;9999-12-31;VASCUTEK LTD;;806391432;WXXSTXXXXCRS;TAPERFLO EPTFE CONICO IMPREGNATO CON GELATINA CON RINFORZO;P070102020102;PROTESI VASCOLARI RETTE IN PTFE RINFORZATE;
1;2407;2009-05-12;;;N;2009-05-12;9999-12-31;HITACHI MEDICAL CORPORATION;;;UOH478;EUB 6500;Z11040104;ECOTOMOGRAFI MULTIDISCIPLINARI (INTERNISTICI E CARDIOLOGICI, ECC.);
1;2408;2008-04-16;;;S;2010-01-29;9999-12-31;VASCUTEK LTD;;806391432;WXXXTXXXX;MAXIFLO EPTFE CONICA;P070102020101;PROTESI VASCOLARI RETTE IN PTFE SEMPLICI;
1;2409;2008-06-21;;;S;2010-01-29;9999-12-31;VASCUTEK LTD;;806391432;WXXXTXXXXCR;MAXIFLO EPTFE CONICA CON SUPPORTO CENTRALE;P070102020102;PROTESI VASCOLARI RETTE IN PTFE RINFORZATE;
1;2421;2007-07-13;;;S;2007-07-13;9999-12-31;JOHNSON & JOHNSON INTERNATIONAL;;441720974;Z809G;PDS CORD;H900299;NASTRI - ALTRI;
1;2422;2008-04-10;;96728;S;2018-03-24;9999-12-31;VASCUTEK LTD;;806391432;735020RM;GELWEAVE SIENA RETTA;P070102010102;PROTESI VASCOLARI RETTE IN DACRON TESSUTO;
1;2423;2008-04-10;;96611;S;2018-03-24;9999-12-31;VASCUTEK LTD;;806391432;731206;GELWEAVE BIFORCATA;P070102010202;PROTESI VASCOLARI MULTIFORCATE IN DACRON TESSUTO;
1;2424;2008-04-11;;96617;S;2018-03-21;9999-12-31;VASCUTEK LTD;;806391432;734020/8;GELWEAVE ANTEFLO;P070102010202;PROTESI VASCOLARI MULTIFORCATE IN DACRON TESSUTO;
1;2425;2007-10-13;;;S;2007-10-13;9999-12-31;FRESENIUS MEDICAL CARE AG & CO KGAA;;811127677;5017731;STAY SAFE® SAMPLE PORT;Z12090180;STRUMENTAZIONE PER DIALISI PERITONEALE - COMPONENTI ACCESSORI HARDWARE;
1;2427;2007-09-14;;;S;2007-09-14;9999-12-31;FRESENIUS MEDICAL CARE AG & CO KGAA;;811127677;6342581;HOTFEED;Z12099099;STRUMENTAZIONE VARIA PER NEFROLOGIA ED EMODIALISI NON ALTRIMENTI CLASSIFICATA;
1;2428;2008-04-11;;96663;S;2018-03-22;9999-12-31;VASCUTEK LTD;;806391432;73201088/8;GELWEAVE PLEXUS 4 BRANCHE;P070102010202;PROTESI VASCOLARI MULTIFORCATE IN DACRON TESSUTO;
1;2431;2008-04-11;;96724;S;2018-03-24;9999-12-31;VASCUTEK LTD;;806391432;735020/8RM;GELWEAVE SIENA ANTEFLO;P070102010202;PROTESI VASCOLARI MULTIFORCATE IN DACRON TESSUTO;
1;2432;2007-08-23;;;N;2007-08-23;9999-12-31;NINGBO YONGDA TEXTILES LTD;;;TDFB190;GARZA;M020106;GARZE IN PEZZE/RULLI;
1;2433;2008-04-10;;96933;S;2018-03-30;9999-12-31;VASCUTEK LTD;;806391432;731206/7;GELWEAVE TRIFORCATA TORACOADDOMINALE;P070102010202;PROTESI VASCOLARI MULTIFORCATE IN DACRON TESSUTO;
1;2434;2008-04-10;;96798;S;2018-03-27;9999-12-31;VASCUTEK LTD;;806391432;732012/8X2;GELWEAVE TRIFORCATA ARCO AORTICO;P070102010202;PROTESI VASCOLARI MULTIFORCATE IN DACRON TESSUTO;
1;2435;2008-04-11;;96778;S;2018-03-26;9999-12-31;VASCUTEK LTD;;806391432;73XXXX108/8S4;GELWEAVE COSELLI;P070102010202;PROTESI VASCOLARI MULTIFORCATE IN DACRON TESSUTO;
1;2444;2008-04-10;;96634;S;2018-03-21;9999-12-31;VASCUTEK LTD;;806391432;730016ADP;GELWEAVE VALSALVA;P070102010102;PROTESI VASCOLARI RETTE IN DACRON TESSUTO;
1;2445;2007-07-13;;;S;2007-07-13;9999-12-31;JOHNSON & JOHNSON INTERNATIONAL;;441720974;VCP1216E;VICRYL PLUS;H010101020203;ACIDO POLIGLICOLICO CON ACIDO LATTICO NON MONTATO;
1;2446;2008-04-11;;;S;2008-04-11;9999-12-31;VASCUTEK LTD;;806391432;92XXXXT;PATCH CAROTIDEI A PARETE SOTTILE SAGOMATO;P07020201;PATCH VASCOLARI IN DACRON;
1;2447;2007-10-27;;;S;2007-10-27;9999-12-31;INVATEC SRL;03363140173;03363140173;MOM 013 006 005;MOMA;C01050202;SISTEMI E CATETERI DI PROTEZIONE PER PTA;
1;2461;2008-04-11;;;S;2008-04-11;9999-12-31;VASCUTEK LTD;;806391432;96XXXX;PATCH CARDIOVASCOLARE GELSOFT;P07020201;PATCH VASCOLARI IN DACRON;
1;2481;2008-04-11;;;S;2008-04-11;9999-12-31;VASCUTEK LTD;;806391432;95XXXX;PATCH CARDIOVASCOLARE GELSEAL;P07020201;PATCH VASCOLARI IN DACRON;
1;2482;2008-04-11;;;S;2008-04-11;9999-12-31;VASCUTEK LTD;;806391432;92XXXXFT;PATCH CAROTIDEI A PARETE SOTTILE SAGOMATO FLUOROPASSIV;P07020201;PATCH VASCOLARI IN DACRON;
1;2502;2007-10-27;;;S;2007-10-27;9999-12-31;INVATEC SRL;03363140173;03363140173;SCA XXX YYY ZZZ;SCUBA;P0704020201;STENT VASCOLARI PERIFERICI NUDI (BMS);
1;2503;2007-09-14;;51387;S;2013-10-02;9999-12-31;SMITH AND NEPHEW MEDICAL LIMITED;;168161064;6680011X;ALGISITE AG;M04040802;MEDICAZIONI IN ARGENTO ASSOCIATO AD ALTRE SOSTANZE;
1;2504;2008-04-17;;;S;2008-04-17;9999-12-31;VASCUTEK LTD;;806391432;TVXXXX;TRIPLEX RETTA;P07010299;PROTESI VASCOLARI SINTETICHE - ALTRE;
1;2521;2007-10-05;;;S;2010-07-09;9999-12-31;PALL MEDICAL, DIV. DI PALL EUROPE LTD;;107772467;NLF2E;NLF2E;A04010101;FILTRI PER PRELIEVO E SOMMINISTRAZIONE (0,2-1,2 MICRON);
1;2561;2007-07-14;;;S;2007-07-14;9999-12-31;LEONHARD LANG GMBH;;U37320902;AE-XX;SKINTACT;K0201010301;ELETTRODI MONOUSO PER ELETTROCHIRURGIA A CIELO APERTO;
1;2582;2007-07-18;;;S;2007-07-18;9999-12-31;LEONHARD LANG GMBH;;U37320902;DF-XX;SKINTACT;C020401;PIASTRE O PLACCHE PER CARDIOVERSIONE ESTERNA;
1;2601;2007-08-12;;;S;2009-11-04;9999-12-31;STRYKER SPINE SAS;;53310967302;48285535;MANTIS CANN. VT. VERT. 5.5X35;P09070302;SISTEMI PER FISSAZIONE DORSO-LOMBO-SACRALE;
1;2602;2007-08-18;;30401;S;2007-08-18;9999-12-31;BATRIK MEDICAL MANUFACTURING INC.;;;10-10XX;VASCULAR SILICONE TIES;H900202;NASTRI PER REPERTAMENTO VASI;
1;2603;2007-07-20;;;S;2018-06-02;9999-12-31;BATRIK MEDICAL MANUFACTURING INC.;;;G.O.L.F.F.;G.O.L.F.F. - SOLUZIONE ANTI APPANNANTE;K0180;DISPOSITIVI PER CHIRURGIA MINI-INVASIVA - ACCESSORI ALTRI;
1;2604;2007-08-18;;;S;2007-08-18;9999-12-31;BATRIK MEDICAL MANUFACTURING INC.;;;12-100X;COPERTURA PER PINZE EMOSTATICHE E CLAMP INTESTINALI;T030103;INSERTI ATRAUMATICI PER STRUMENTARIO;
1;2606;2008-10-09;;;S;2013-09-04;9999-12-31;SOL SPA;04127270157;00771260965;FTMD05;IMPIANTO PER L'EVACUAZIONE DEI GAS ANESTETICI E MISCELE CON OSSIDO NITRICO;Z120309;SISTEMI GAS MEDICALI/MEDICINALI E RELATIVI COMPONENTI ACCESSORI;
1;2607;2008-04-26;;;S;2008-04-26;9999-12-31;LEMAITRE VASCULAR INC.;;;1100-XX;VASCUTAPE GLOW N' TELL TAPE - STRISCE MARCATE RADIOPACHE;V030201;CALIBRI;2009-01-07
1;2621;2007-08-18;;;S;2007-08-18;9999-12-31;BATRIK MEDICAL MANUFACTURING INC.;;;"RT-XX; RS-XX; PT-XX; PS-XX, OP-XX.";PROTEGGI PUNTE;T030199;COPRISTRUMENTI E APPARECCHI - ALTRI;
1;2622;2008-04-17;;;S;2012-10-02;9999-12-31;VASCUTEK LTD;;806391432;VAXXXXXA;RAPIDAX II;P07010299;PROTESI VASCOLARI SINTETICHE - ALTRE;
1;2623;2007-11-15;;;S;2007-11-15;9999-12-31;FZIOMED, INC.;;;IC100;ETHICON INTERCOAT (1 VASCHETTA DA 2X20 ML + 1 APPLICATORE);M040699;MEDICAZIONI PER LA PREVENZIONE DELLE ADERENZE POST-OPERATORIE - VARIE;2008-03-05
1;2624;2008-04-10;;;S;2008-04-10;9999-12-31;VASCUTEK LTD;;806391432;63XXXXPF;GELSOFT PLUS FLUOROPASSIV BIFORCATA E AX BIFEM EQUIFLO;P070102010201;PROTESI VASCOLARI MULTIFORCATE IN DACRON MAGLIA (ARCO AORTICO (anche collaterali multipli) E TORACO- ADDOMINALI);
1;2625;2008-04-10;;;S;2008-04-10;9999-12-31;VASCUTEK LTD;;806391432;60XXXXT;FLUOROPASSIV PARETE SOTTILE RETTA E AX FEMORALE;P070102010101;PROTESI VASCOLARI RETTE IN DACRON MAGLIA;
1;2626;2008-04-10;;;S;2008-04-10;9999-12-31;VASCUTEK LTD;;806391432;62XXXXT;FLUOROPASSIV PARETE SOTTILE RETTA RINFORZATA E AX FEMORALE RINFORZATA;P070102010101;PROTESI VASCOLARI RETTE IN DACRON MAGLIA;
1;2627;2009-04-10;;;S;2009-04-10;9999-12-31;KOO MEDICAL EQUIPMENT (SHANGHAI) CO., LTD.;;;KM-8XX;CRYSTAL AIRWAY MASK - LARYNGEAL MASK - MASCHERA LARINGEA CRYSTAL;R01020101;MASCHERE LARINGEE MONOLUME;
1;2628;2007-09-14;;;S;2007-09-14;9999-12-31;STRYKER SPINE SAS;;53310967302;48280000;MANTIS VASS.STER.CANN.IMP.STR.;L091001;STRUMENTI PER INSERIMENTO E ESTRAZIONE DI MATERIALI PER OSTEOSINTESI;
1;2629;2007-08-18;;;S;2007-08-18;9999-12-31;BATRIK MEDICAL MANUFACTURING INC.;;;T-250-XX;NASTRI IDENTIFICAZIONE (TAPE);T030103;INSERTI ATRAUMATICI PER STRUMENTARIO;
1;2630;2008-04-10;;;S;2008-04-10;9999-12-31;VASCUTEK LTD;;806391432;4XXXXX;GELSEAL PROTESI RETTA,  AX FEMORALE E AX FEM RINFORZATA;P070102010101;PROTESI VASCOLARI RETTE IN DACRON MAGLIA;
1;2631;2008-04-10;;;S;2008-04-10;9999-12-31;VASCUTEK LTD;;806391432;4XXXXX;GELSEAL PROTESI BIFORCATA,  AX BIFEMOR. AX BIFEM RINFORZATA E EQUIFLO;P070102010201;PROTESI VASCOLARI MULTIFORCATE IN DACRON MAGLIA (ARCO AORTICO (anche collaterali multipli) E TORACO- ADDOMINALI);
1;2632;2008-06-21;;;S;2008-06-21;9999-12-31;VASCUTEK LTD;;806391432;4XXXXX/X;GELSEAL PROTESI ANTEFLO;P070102010201;PROTESI VASCOLARI MULTIFORCATE IN DACRON MAGLIA (ARCO AORTICO (anche collaterali multipli) E TORACO- ADDOMINALI);
1;2633;2008-04-06;;;S;2008-04-06;9999-12-31;VASCUTEK LTD;;806391432;43XXXXXX/X;GELSEAL PLEXUS 3 E 4 BRANCHE;P070102010201;PROTESI VASCOLARI MULTIFORCATE IN DACRON MAGLIA (ARCO AORTICO (anche collaterali multipli) E TORACO- ADDOMINALI);
1;2634;2008-11-19;;;S;2008-11-19;9999-12-31;VASCUTEK LTD;;806391432;32XXXX;VP1200K PROTESI BIFORCATA (NON PRECOAGULATA);P070102010201;PROTESI VASCOLARI MULTIFORCATE IN DACRON MAGLIA (ARCO AORTICO (anche collaterali multipli) E TORACO- ADDOMINALI);
1;2635;2008-11-19;;;S;2008-11-19;9999-12-31;VASCUTEK LTD;;806391432;32XXXX V. ELENCO COMPLETO CODICI IN SCHEDA TECNICA;VP1200K PROTESI RETTA (NON PRECOAGULATA);P070102010101;PROTESI VASCOLARI RETTE IN DACRON MAGLIA;
1;2638;2008-11-20;;;S;2008-11-20;9999-12-31;VASCUTEK LTD;;806391432;53XXXX;TWILLWEAVE PROTESI RETTA (NON PRECOAGULATA);P070102010102;PROTESI VASCOLARI RETTE IN DACRON TESSUTO;
1;2639;2008-11-20;;;S;2008-11-20;9999-12-31;VASCUTEK LTD;;806391432;53XXXX;TWILLWEAVE BIFORCATA (NON PRECOAGULATA);P070102010202;PROTESI VASCOLARI MULTIFORCATE IN DACRON TESSUTO;
1;2661;2007-08-18;;;S;2007-08-18;9999-12-31;ASPEN SURGICAL PRODUCTS, INC.;;;DF-3100;DR. FOG;K0180;DISPOSITIVI PER CHIRURGIA MINI-INVASIVA - ACCESSORI ALTRI;
1;2662;2008-05-11;;;S;2008-05-11;9999-12-31;LEMAITRE VASCULAR INC.;;;TXXXX-PL;ENDOFIT - ENDOPROTESI TORACICA PREMONTATA, SENZA ANCORAGGIO  CILINDRICA E CONICA;P0704010201;ENDOPROTESI VASCOLARI IN PTFE RETTE;2009-01-07
1;2663;2008-05-11;;;S;2008-05-11;9999-12-31;LEMAITRE VASCULAR INC.;;;TXXXXXSC-PL;ENDOFIT - ENDOPROTESI TORACICA PREMONTATA, CON ANCORAGGIO SOPRA SUCCLAVIA;P0704010201;ENDOPROTESI VASCOLARI IN PTFE RETTE;2009-01-07
1;2664;2008-05-11;;;S;2008-05-11;9999-12-31;LEMAITRE VASCULAR INC.;;;TCXXX7S-PL;ENDOFIT - CUFFIA TORACICA PREMONTATA, CON ANCORAGGIO SOPRA SUCCLAVIA;P0704010201;ENDOPROTESI VASCOLARI IN PTFE RETTE;2009-01-07
1;2665;2008-05-11;;;S;2008-05-11;9999-12-31;LEMAITRE VASCULAR INC.;;;AXX-XXXXXS-PL;UNIFIT - ENDOPROTESI AORTO-UNI-ILIACA PREMONTATA, CON ANCORAGGIO SOPRA RENALE;P0704010201;ENDOPROTESI VASCOLARI IN PTFE RETTE;2009-01-07
1;2666;2007-09-14;;;S;2007-09-14;9999-12-31;ALLIUM LTD.;;;BIS-O-T-XX-XXX;STENT BILIARE TRANS-EPATICO ALLIUM;P0502;PROTESI BILIARI E PANCREATICHE;
1;2667;2008-04-26;;;S;2008-04-26;9999-12-31;LEMAITRE VASCULAR INC.;;;AEXXXX-CL;UNIFIT - ESTENSIONE AORTICA ADDOMINALE DISTALE IN CARTUCCIA;P0704010201;ENDOPROTESI VASCOLARI IN PTFE RETTE;2009-01-07
1;2681;2008-05-08;;;S;2008-05-08;9999-12-31;LEMAITRE VASCULAR INC.;;;TEXXX10-CL;ENDOFIT - ESTENSIONE TORACICA DISTALE IN CARTUCCIA;P0704010201;ENDOPROTESI VASCOLARI IN PTFE RETTE;2008-01-07
1;2682;2008-05-11;;;S;2008-05-11;9999-12-31;LEMAITRE VASCULAR INC.;;;ACXXXXS-PL;UNIFIT - CUFFIA AORTICA ADDOMINALE PREMONTATA, CON ANCORAGGIO SOPRA RENALE;P0704010201;ENDOPROTESI VASCOLARI IN PTFE RETTE;2009-01-07
1;2683;2008-05-11;;;S;2008-05-11;9999-12-31;LEMAITRE VASCULAR INC.;;;OXXX3.5-K;UNIFIT - OCCLUSORE ILIACO ENDOLUMINALE;P0704010201;ENDOPROTESI VASCOLARI IN PTFE RETTE;2009-01-07
